team,n,rank,w,d,l,gf,ga,gd,pts
Vienna,9019,4,18,4,14,71,59,12,58
RZ Pellets W,9019,5,13,7,16,48,62,-14,46
Rapid Vienna,9019,6,10,15,11,48,41,7,45
Admira Wacke,9019,7,12,8,16,40,51,-11,44
St. Pölten,9019,8,11,9,16,48,65,-17,42
Mattersburg,9019,9,8,10,18,35,55,-20,34
SV Josko Rie,9019,10,9,7,20,37,63,-26,34
FC Salzburg,9020,1,22,8,6,69,29,40,74
Vienna,9020,2,18,7,11,66,50,16,61
SC Rheindorf,9020,3,17,8,11,55,49,6,59
SK Sturm Gra,9020,4,18,4,14,57,44,13,58
Rapid Vienna,9020,5,12,14,10,54,41,13,50
RZ Pellets W,9020,6,13,8,15,45,52,-7,47
Admira Wacke,9020,7,13,6,17,40,55,-15,45
St. Pölten,9020,8,11,8,17,43,61,-18,41
SV Josko Rie,9020,9,9,7,20,28,53,-25,34
Mattersburg,9020,10,7,10,19,34,57,-23,31
FC Salzburg,9021,1,23,4,9,73,37,36,73
SC Rheindorf,9021,2,23,4,9,59,38,21,73
SK Sturm Gra,9021,3,21,4,11,60,34,26,67
Vienna,9021,4,20,3,13,61,49,12,63
Rapid Vienna,9021,5,13,9,14,56,48,8,48
RZ Pellets W,9021,6,13,6,17,47,57,-10,45
St. Pölten,9021,7,9,10,17,49,66,-17,37
SV Josko Rie,9021,8,10,6,20,33,62,-29,36
Mattersburg,9021,9,9,8,19,41,56,-15,35
Admira Wacke,9021,10,9,6,21,28,60,-32,33
FC Salzburg,9022,1,23,8,5,73,28,45,77
SC Rheindorf,9022,2,21,6,9,60,44,16,69
SK Sturm Gra,9022,3,19,5,12,54,36,18,62
Vienna,9022,4,15,6,15,57,56,1,51
Rapid Vienna,9022,5,13,10,13,47,38,9,49
RZ Pellets W,9022,6,13,6,17,44,57,-13,45
Admira Wacke,9022,7,13,4,19,34,54,-20,43
SV Josko Rie,9022,8,11,6,19,39,57,-18,39
St. Pölten,9022,9,9,9,18,43,62,-19,36
Mattersburg,9022,10,9,8,19,34,53,-19,35
FC Salzburg,9023,1,24,5,7,74,28,46,77
Vienna,9023,2,20,5,11,72,47,25,65
SC Rheindorf,9023,3,19,8,9,54,44,10,65
Rapid Vienna,9023,4,15,10,11,52,40,12,55
SK Sturm Gra,9023,5,16,6,14,52,45,7,54
RZ Pellets W,9023,6,12,7,17,39,54,-15,43
St. Pölten,9023,7,10,9,17,44,56,-12,39
SV Josko Rie,9023,8,11,5,20,34,59,-25,38
Admira Wacke,9023,9,10,7,19,36,60,-24,37
Mattersburg,9023,10,8,8,20,32,56,-24,32
FC Salzburg,9024,1,26,5,5,79,31,48,83
Vienna,9024,2,19,5,12,75,57,18,62
SC Rheindorf,9024,3,17,6,13,52,48,4,57
SK Sturm Gra,9024,4,17,5,14,60,47,13,56
Rapid Vienna,9024,5,12,11,13,47,39,8,47
St. Pölten,9024,6,12,10,14,50,62,-12,46
RZ Pellets W,9024,7,12,8,16,45,55,-10,44
Admira Wacke,9024,8,10,8,18,31,57,-26,38
SV Josko Rie,9024,9,10,6,20,34,58,-24,36
Mattersburg,9024,10,9,8,19,36,55,-19,35
FC Salzburg,9025,1,25,5,6,68,25,43,80
SC Rheindorf,9025,2,22,5,9,61,42,19,71
SK Sturm Gra,9025,3,18,5,13,57,42,15,59
Vienna,9025,4,17,3,16,58,49,9,54
Admira Wacke,9025,5,12,9,15,37,54,-17,45
RZ Pellets W,9025,6,12,8,16,49,51,-2,44
St. Pölten,9025,7,10,10,16,43,62,-19,40
Mattersburg,9025,8,11,6,19,35,53,-18,39
SV Josko Rie,9025,9,11,5,20,35,59,-24,38
Rapid Vienna,9025,10,9,10,17,45,51,-6,37
FC Salzburg,9026,1,23,8,5,68,24,44,77
Vienna,9026,2,20,4,12,77,60,17,64
SK Sturm Gra,9026,3,19,6,11,66,38,28,63
SC Rheindorf,9026,4,18,7,11,57,46,11,61
RZ Pellets W,9026,5,13,9,14,58,59,-1,48
Rapid Vienna,9026,6,10,13,13,46,46,0,43
Admira Wacke,9026,7,11,7,18,42,65,-23,40
SV Josko Rie,9026,8,11,5,20,30,54,-24,38
Mattersburg,9026,9,9,8,19,35,58,-23,35
St. Pölten,9026,10,9,7,20,41,70,-29,34
FC Salzburg,9027,1,25,7,4,77,27,50,82
SC Rheindorf,9027,2,19,9,8,59,41,18,66
SK Sturm Gra,9027,3,17,7,12,57,36,21,58
Vienna,9027,4,16,5,15,59,58,1,53
Rapid Vienna,9027,5,13,13,10,58,42,16,52
RZ Pellets W,9027,6,11,10,15,45,59,-14,43
Mattersburg,9027,7,9,10,17,38,59,-21,37
St. Pölten,9027,8,8,12,16,44,61,-17,36
Admira Wacke,9027,9,9,9,18,31,57,-26,36
SV Josko Rie,9027,10,9,6,21,32,60,-28,33
FC Salzburg,9028,1,22,6,8,68,33,35,72
SC Rheindorf,9028,2,20,7,9,64,42,22,67
SK Sturm Gra,9028,3,20,4,12,56,39,17,64
Vienna,9028,4,20,3,13,62,51,11,63
St. Pölten,9028,5,14,10,12,50,54,-4,52
Admira Wacke,9028,6,14,6,16,37,52,-15,48
Rapid Vienna,9028,7,12,10,14,52,40,12,46
RZ Pellets W,9028,8,12,5,19,47,61,-14,41
Mattersburg,9028,9,6,11,19,33,61,-28,29
SV Josko Rie,9028,10,7,4,25,31,67,-36,25
SC Rheindorf,9029,1,21,7,8,59,38,21,70
FC Salzburg,9029,2,19,10,7,71,33,38,67
Vienna,9029,3,18,4,14,59,51,8,58
SK Sturm Gra,9029,4,16,6,14,50,43,7,54
Rapid Vienna,9029,5,13,12,11,53,40,13,51
RZ Pellets W,9029,6,14,4,18,48,57,-9,46
St. Pölten,9029,7,10,10,16,47,65,-18,40
Admira Wacke,9029,8,11,7,18,35,60,-25,40
SV Josko Rie,9029,9,11,6,19,39,58,-19,39
Mattersburg,9029,10,9,10,17,38,54,-16,37
SC Rheindorf,9030,1,21,7,8,58,39,19,70
FC Salzburg,9030,2,21,5,10,69,34,35,68
SK Sturm Gra,9030,3,17,6,13,54,43,11,57
Vienna,9030,4,15,6,15,51,50,1,51
Rapid Vienna,9030,5,13,11,12,55,41,14,50
RZ Pellets W,9030,6,13,8,15,46,51,-5,47
Admira Wacke,9030,7,13,7,16,39,57,-18,46
Mattersburg,9030,8,11,8,17,37,52,-15,41
St. Pölten,9030,9,11,8,17,43,61,-18,41
SV Josko Rie,9030,10,9,6,21,32,56,-24,33
FC Salzburg,9031,1,20,8,8,60,27,33,68
SC Rheindorf,9031,2,19,8,9,61,43,18,65
Vienna,9031,3,18,6,12,61,53,8,60
SK Sturm Gra,9031,4,18,4,14,57,44,13,58
RZ Pellets W,9031,5,14,10,12,47,49,-2,52
Admira Wacke,9031,6,13,8,15,40,49,-9,47
St. Pölten,9031,7,12,9,15,46,56,-10,45
Rapid Vienna,9031,8,9,12,15,44,47,-3,39
SV Josko Rie,9031,9,8,8,20,33,62,-29,32
Mattersburg,9031,10,5,15,16,32,51,-19,30
FC Salzburg,9032,1,21,8,7,73,30,43,71
SC Rheindorf,9032,2,19,8,9,59,44,15,65
SK Sturm Gra,9032,3,19,4,13,57,37,20,61
Rapid Vienna,9032,4,15,10,11,54,38,16,55
Vienna,9032,5,15,6,15,60,55,5,51
Admira Wacke,9032,6,14,7,15,39,57,-18,49
RZ Pellets W,9032,7,13,8,15,47,51,-4,47
St. Pölten,9032,8,10,10,16,46,62,-16,40
SV Josko Rie,9032,9,11,3,22,34,64,-30,36
Mattersburg,9032,10,7,8,21,30,61,-31,29
SC Rheindorf,9033,1,21,9,6,54,36,18,72
FC Salzburg,9033,2,20,8,8,67,30,37,68
Vienna,9033,3,18,7,11,66,50,16,61
SK Sturm Gra,9033,4,14,10,12,54,43,11,52
RZ Pellets W,9033,5,14,9,13,51,51,0,51
Rapid Vienna,9033,6,11,13,12,47,39,8,46
St. Pölten,9033,7,10,10,16,45,59,-14,40
Admira Wacke,9033,8,10,10,16,35,55,-20,40
Mattersburg,9033,9,7,12,17,34,56,-22,33
SV Josko Rie,9033,10,7,8,21,30,64,-34,29
FC Salzburg,9034,1,25,4,7,68,23,45,79
SC Rheindorf,9034,2,19,6,11,60,41,19,63
SK Sturm Gra,9034,3,19,6,11,55,39,16,63
Vienna,9034,4,18,5,13,62,56,6,59
Rapid Vienna,9034,5,14,11,11,57,40,17,53
Admira Wacke,9034,6,14,5,17,35,53,-18,47
Mattersburg,9034,7,10,9,17,39,50,-11,39
RZ Pellets W,9034,8,11,6,19,44,57,-13,39
SV Josko Rie,9034,9,10,4,22,34,68,-34,34
St. Pölten,9034,10,9,6,21,43,70,-27,33
FC Salzburg,9035,1,24,7,5,78,31,47,79
SC Rheindorf,9035,2,18,10,8,58,44,14,64
Vienna,9035,3,19,3,14,59,53,6,60
SK Sturm Gra,9035,4,15,6,15,56,48,8,51
Rapid Vienna,9035,5,12,13,11,60,41,19,49
Admira Wacke,9035,6,12,9,15,35,54,-19,45
RZ Pellets W,9035,7,11,8,17,46,62,-16,41
St. Pölten,9035,8,8,13,15,41,61,-20,37
SV Josko Rie,9035,9,10,7,19,38,60,-22,37
Mattersburg,9035,10,8,10,18,36,53,-17,34
FC Salzburg,9036,1,23,6,7,73,30,43,75
SC Rheindorf,9036,2,20,4,12,54,42,12,64
Vienna,9036,3,19,4,13,74,54,20,61
SK Sturm Gra,9036,4,18,6,12,52,34,18,60
Admira Wacke,9036,5,16,6,14,38,49,-11,54
Rapid Vienna,9036,6,14,10,12,53,38,15,52
RZ Pellets W,9036,7,12,7,17,47,56,-9,43
Mattersburg,9036,8,10,7,19,35,56,-21,37
St. Pölten,9036,9,9,6,21,39,73,-34,33
SV Josko Rie,9036,10,9,4,23,30,63,-33,31
FC Salzburg,9037,1,22,7,7,72,26,46,73
SK Sturm Gra,9037,2,21,5,10,60,36,24,68
SC Rheindorf,9037,3,18,9,9,58,45,13,63
Vienna,9037,4,19,4,13,70,57,13,61
Admira Wacke,9037,5,14,4,18,35,60,-25,46
Rapid Vienna,9037,6,11,11,14,48,43,5,44
RZ Pellets W,9037,7,12,6,18,53,62,-9,42
St. Pölten,9037,8,9,10,17,41,61,-20,37
SV Josko Rie,9037,9,11,4,21,33,59,-26,37
Mattersburg,9037,10,8,10,18,35,56,-21,34
SC Rheindorf,9038,1,21,8,7,61,41,20,71
FC Salzburg,9038,2,21,7,8,67,32,35,70
SK Sturm Gra,9038,3,20,6,10,60,36,24,66
Vienna,9038,4,20,3,13,66,56,10,63
Rapid Vienna,9038,5,13,12,11,56,40,16,51
RZ Pellets W,9038,6,12,8,16,49,56,-7,44
Admira Wacke,9038,7,11,8,17,31,55,-24,41
St. Pölten,9038,8,10,7,19,47,66,-19,37
Mattersburg,9038,9,7,9,20,36,61,-25,30
SV Josko Rie,9038,10,8,6,22,30,60,-30,30
FC Salzburg,9039,1,22,7,7,64,27,37,73
SC Rheindorf,9039,2,21,7,8,58,41,17,70
Vienna,9039,3,21,6,9,70,51,19,69
Rapid Vienna,9039,4,14,12,10,62,38,24,54
SK Sturm Gra,9039,5,16,6,14,53,42,11,54
RZ Pellets W,9039,6,14,6,16,49,54,-5,48
St. Pölten,9039,7,9,9,18,40,66,-26,36
Admira Wacke,9039,8,10,6,20,33,59,-26,36
SV Josko Rie,9039,9,9,8,19,32,58,-26,35
Mattersburg,9039,10,6,9,21,31,56,-25,27
FC Salzburg,9040,1,21,7,8,69,35,34,70
SC Rheindorf,9040,2,21,5,10,58,43,15,68
Vienna,9040,3,20,4,12,63,46,17,64
SK Sturm Gra,9040,4,18,7,11,56,32,24,61
Rapid Vienna,9040,5,12,11,13,52,47,5,47
RZ Pellets W,9040,6,11,8,17,39,53,-14,41
St. Pölten,9040,7,11,8,17,41,56,-15,41
Mattersburg,9040,8,10,9,17,37,49,-12,39
Admira Wacke,9040,9,11,6,19,31,58,-27,39
SV Josko Rie,9040,10,10,5,21,33,60,-27,35
FC Salzburg,9041,1,21,6,9,69,33,36,69
Vienna,9041,2,19,8,9,64,46,18,65
SC Rheindorf,9041,3,19,6,11,61,49,12,63
SK Sturm Gra,9041,4,18,7,11,58,41,17,61
RZ Pellets W,9041,5,14,7,15,52,60,-8,49
Rapid Vienna,9041,6,11,12,13,48,39,9,45
St. Pölten,9041,7,12,8,16,45,58,-13,44
Admira Wacke,9041,8,12,8,16,33,50,-17,44
Mattersburg,9041,9,8,10,18,37,55,-18,34
SV Josko Rie,9041,10,7,6,23,36,72,-36,27
FC Salzburg,9042,1,22,7,7,62,28,34,73
SC Rheindorf,9042,2,21,8,7,59,35,24,71
Vienna,9042,3,18,6,12,63,49,14,60
Rapid Vienna,9042,4,13,11,12,49,35,14,50
SK Sturm Gra,9042,5,14,8,14,43,37,6,50
RZ Pellets W,9042,6,11,11,14,45,53,-8,44
Admira Wacke,9042,7,11,10,15,32,49,-17,43
Mattersburg,9042,8,9,11,16,37,54,-17,38
St. Pölten,9042,9,9,9,18,40,62,-22,36
SV Josko Rie,9042,10,9,5,22,31,59,-28,32
FC Salzburg,9043,1,20,9,7,69,27,42,69
SC Rheindorf,9043,2,19,10,7,59,42,17,67
SK Sturm Gra,9043,3,20,5,11,55,37,18,65
Vienna,9043,4,18,5,13,63,53,10,59
Rapid Vienna,9043,5,15,12,9,54,34,20,57
RZ Pellets W,9043,6,12,7,17,45,57,-12,43
Admira Wacke,9043,7,13,4,19,41,62,-21,43
St. Pölten,9043,8,10,7,19,45,69,-24,37
SV Josko Rie,9043,9,10,3,23,38,65,-27,33
Mattersburg,9043,10,8,8,20,34,57,-23,32
FC Salzburg,9044,1,23,6,7,73,33,40,75
SC Rheindorf,9044,2,19,7,10,52,41,11,64
Vienna,9044,3,17,9,10,61,52,9,60
SK Sturm Gra,9044,4,16,7,13,50,36,14,55
RZ Pellets W,9044,5,14,8,14,51,51,0,50
Rapid Vienna,9044,6,12,10,14,46,40,6,46
Admira Wacke,9044,7,12,10,14,42,57,-15,46
St. Pölten,9044,8,12,8,16,52,55,-3,44
Mattersburg,9044,9,9,6,21,30,53,-23,33
SV Josko Rie,9044,10,8,5,23,27,66,-39,29
FC Salzburg,9045,1,19,10,7,69,32,37,67
Vienna,9045,2,21,4,11,68,47,21,67
SC Rheindorf,9045,3,18,6,12,55,45,10,60
SK Sturm Gra,9045,4,16,9,11,50,34,16,57
RZ Pellets W,9045,5,14,5,17,42,51,-9,47
Rapid Vienna,9045,6,12,9,15,40,45,-5,45
Mattersburg,9045,7,11,8,17,39,53,-14,41
St. Pölten,9045,8,10,11,15,43,58,-15,41
Admira Wacke,9045,9,11,7,18,34,53,-19,40
SV Josko Rie,9045,10,12,3,21,32,54,-22,39
FC Salzburg,9046,1,25,6,5,74,25,49,81
SC Rheindorf,9046,2,22,6,8,65,44,21,72
SK Sturm Gra,9046,3,19,5,12,60,36,24,62
Vienna,9046,4,19,4,13,59,51,8,61
Rapid Vienna,9046,5,12,9,15,50,43,7,45
Admira Wacke,9046,6,11,10,15,32,50,-18,43
RZ Pellets W,9046,7,11,9,16,45,53,-8,42
St. Pölten,9046,8,11,7,18,39,61,-22,40
Mattersburg,9046,9,9,6,21,31,59,-28,33
SV Josko Rie,9046,10,8,4,24,28,61,-33,28
FC Salzburg,9047,1,23,6,7,67,27,40,75
SC Rheindorf,9047,2,23,4,9,57,40,17,73
Vienna,9047,3,18,6,12,63,52,11,60
SK Sturm Gra,9047,4,17,7,12,54,35,19,58
Rapid Vienna,9047,5,15,10,11,54,39,15,55
Admira Wacke,9047,6,11,8,17,37,58,-21,41
RZ Pellets W,9047,7,10,10,16,41,54,-13,40
Mattersburg,9047,8,10,5,21,36,58,-22,35
St. Pölten,9047,9,8,10,18,41,61,-20,34
SV Josko Rie,9047,10,10,4,22,38,64,-26,34
SC Rheindorf,9048,1,21,5,10,55,42,13,68
FC Salzburg,9048,2,19,9,8,65,33,32,66
SK Sturm Gra,9048,3,20,5,11,58,37,21,65
Vienna,9048,4,18,7,11,63,48,15,61
Rapid Vienna,9048,5,15,11,10,50,34,16,56
St. Pölten,9048,6,13,9,14,54,61,-7,48
RZ Pellets W,9048,7,11,8,17,42,56,-14,41
Admira Wacke,9048,8,10,6,20,35,59,-24,36
SV Josko Rie,9048,9,9,7,20,36,59,-23,34
Mattersburg,9048,10,7,7,22,36,65,-29,28
FC Salzburg,9049,1,21,6,9,66,28,38,69
Vienna,9049,2,19,6,11,66,49,17,63
SC Rheindorf,9049,3,18,8,10,54,43,11,62
SK Sturm Gra,9049,4,17,4,15,51,41,10,55
Rapid Vienna,9049,5,13,11,12,48,38,10,50
Admira Wacke,9049,6,14,8,14,40,51,-11,50
RZ Pellets W,9049,7,13,7,16,48,56,-8,46
Mattersburg,9049,8,11,8,17,42,52,-10,41
St. Pölten,9049,9,10,9,17,43,63,-20,39
SV Josko Rie,9049,10,8,5,23,31,68,-37,29
FC Salzburg,9050,1,21,7,8,72,29,43,70
SC Rheindorf,9050,2,17,8,11,51,46,5,59
SK Sturm Gra,9050,3,17,5,14,56,41,15,56
Vienna,9050,4,17,5,14,66,62,4,56
Rapid Vienna,9050,5,15,9,12,58,42,16,54
RZ Pellets W,9050,6,12,7,17,48,60,-12,43
Admira Wacke,9050,7,12,7,17,37,57,-20,43
Mattersburg,9050,8,11,9,16,38,49,-11,42
St. Pölten,9050,9,11,9,16,44,62,-18,42
SV Josko Rie,9050,10,12,4,20,39,61,-22,40
FC Salzburg,9051,1,24,4,8,77,28,49,76
SC Rheindorf,9051,2,20,7,9,50,36,14,67
SK Sturm Gra,9051,3,18,7,11,59,41,18,61
RZ Pellets W,9051,4,16,6,14,60,59,1,54
Rapid Vienna,9051,5,13,12,11,58,43,15,51
Vienna,9051,6,15,6,15,60,58,2,51
Admira Wacke,9051,7,11,7,18,33,61,-28,40
St. Pölten,9051,8,9,11,16,51,65,-14,38
Mattersburg,9051,9,8,9,19,38,61,-23,33
SV Josko Rie,9051,10,9,5,22,32,66,-34,32
FC Salzburg,9052,1,24,6,6,76,34,42,78
SC Rheindorf,9052,2,19,8,9,58,43,15,65
Vienna,9052,3,18,7,11,71,57,14,61
SK Sturm Gra,9052,4,17,7,12,54,37,17,58
RZ Pellets W,9052,5,14,7,15,52,55,-3,49
Rapid Vienna,9052,6,10,14,12,46,36,10,44
SV Josko Rie,9052,7,12,4,20,35,58,-23,40
St. Pölten,9052,8,9,12,15,42,59,-17,39
Admira Wacke,9052,9,10,7,19,29,57,-28,37
Mattersburg,9052,10,7,8,21,36,63,-27,29
FC Salzburg,9053,1,23,8,5,73,26,47,77
Vienna,9053,2,19,4,13,68,53,15,61
SC Rheindorf,9053,3,18,6,12,53,44,9,60
SK Sturm Gra,9053,4,15,7,14,54,38,16,52
Rapid Vienna,9053,5,13,13,10,49,36,13,52
Admira Wacke,9053,6,13,6,17,37,64,-27,45
St. Pölten,9053,7,11,9,16,43,57,-14,42
Mattersburg,9053,8,11,9,16,37,52,-15,42
RZ Pellets W,9053,9,11,6,19,36,56,-20,39
SV Josko Rie,9053,10,10,4,22,39,63,-24,34
FC Salzburg,9054,1,23,5,8,73,33,40,74
SC Rheindorf,9054,2,20,8,8,58,42,16,68
Vienna,9054,3,19,6,11,63,48,15,63
SK Sturm Gra,9054,4,18,5,13,56,38,18,59
Mattersburg,9054,5,13,9,14,47,52,-5,48
St. Pölten,9054,6,11,10,15,40,53,-13,43
Admira Wacke,9054,7,12,6,18,34,58,-24,42
Rapid Vienna,9054,8,10,11,15,43,41,2,41
RZ Pellets W,9054,9,11,6,19,45,59,-14,39
SV Josko Rie,9054,10,8,4,24,30,65,-35,28
FC Salzburg,9055,1,24,5,7,74,36,38,77
Vienna,9055,2,19,9,8,69,47,22,66
SK Sturm Gra,9055,3,19,7,10,52,32,20,64
SC Rheindorf,9055,4,18,8,10,55,45,10,62
Rapid Vienna,9055,5,10,12,14,48,43,5,42
Admira Wacke,9055,6,11,8,17,36,54,-18,41
RZ Pellets W,9055,7,10,8,18,45,59,-14,38
St. Pölten,9055,8,10,8,18,42,61,-19,38
Mattersburg,9055,9,10,7,19,37,54,-17,37
SV Josko Rie,9055,10,11,4,21,34,61,-27,37
FC Salzburg,9056,1,21,8,7,70,33,37,71
SC Rheindorf,9056,2,20,7,9,63,45,18,67
Vienna,9056,3,20,5,11,72,50,22,65
SK Sturm Gra,9056,4,18,7,11,53,40,13,61
Rapid Vienna,9056,5,14,9,13,50,39,11,51
RZ Pellets W,9056,6,13,7,16,52,59,-7,46
St. Pölten,9056,7,11,8,17,41,59,-18,41
Admira Wacke,9056,8,11,7,18,36,58,-22,40
SV Josko Rie,9056,9,10,4,22,32,65,-33,34
Mattersburg,9056,10,7,8,21,38,59,-21,29
FC Salzburg,9057,1,22,9,5,72,29,43,75
SC Rheindorf,9057,2,20,9,7,59,40,19,69
SK Sturm Gra,9057,3,18,7,11,48,30,18,61
Vienna,9057,4,17,6,13,63,55,8,57
Rapid Vienna,9057,5,11,14,11,44,36,8,47
Admira Wacke,9057,6,12,5,19,35,59,-24,41
St. Pölten,9057,7,10,10,16,45,61,-16,40
RZ Pellets W,9057,8,10,9,17,43,59,-16,39
Mattersburg,9057,9,10,8,18,40,53,-13,38
SV Josko Rie,9057,10,8,7,21,32,59,-27,31
FC Salzburg,9058,1,21,6,9,65,33,32,69
SK Sturm Gra,9058,2,20,4,12,59,39,20,64
SC Rheindorf,9058,3,19,6,11,57,48,9,63
Vienna,9058,4,17,7,12,66,55,11,58
Rapid Vienna,9058,5,14,9,13,50,38,12,51
St. Pölten,9058,6,12,8,16,47,59,-12,44
RZ Pellets W,9058,7,11,8,17,47,56,-9,41
SV Josko Rie,9058,8,13,2,21,44,59,-15,41
Admira Wacke,9058,9,11,6,19,35,63,-28,39
Mattersburg,9058,10,10,8,18,37,57,-20,38
FC Salzburg,9059,1,24,5,7,67,30,37,77
SC Rheindorf,9059,2,20,5,11,61,47,14,65
SK Sturm Gra,9059,3,19,5,12,56,35,21,62
Vienna,9059,4,18,5,13,60,55,5,59
Rapid Vienna,9059,5,14,11,11,56,38,18,53
RZ Pellets W,9059,6,13,8,15,45,51,-6,47
St. Pölten,9059,7,12,7,17,48,60,-12,43
Admira Wacke,9059,8,12,7,17,33,49,-16,43
Mattersburg,9059,9,7,8,21,30,59,-29,29
SV Josko Rie,9059,10,8,5,23,29,61,-32,29
FC Salzburg,9060,1,23,8,5,71,25,46,77
SC Rheindorf,9060,2,19,6,11,58,49,9,63
SK Sturm Gra,9060,3,18,5,13,56,36,20,59
Vienna,9060,4,18,4,14,64,54,10,58
Rapid Vienna,9060,5,13,12,11,49,36,13,51
St. Pölten,9060,6,13,9,14,50,53,-3,48
Admira Wacke,9060,7,13,5,18,41,63,-22,44
RZ Pellets W,9060,8,11,8,17,46,63,-17,41
Mattersburg,9060,9,9,9,18,34,53,-19,36
SV Josko Rie,9060,10,9,2,25,32,69,-37,29
FC Salzburg,9061,1,24,6,6,73,33,40,78
SC Rheindorf,9061,2,21,8,7,59,41,18,71
Rapid Vienna,9061,3,15,10,11,59,46,13,55
Vienna,9061,4,17,4,15,57,54,3,55
SK Sturm Gra,9061,5,15,8,13,54,39,15,53
RZ Pellets W,9061,6,14,7,15,48,52,-4,49
SV Josko Rie,9061,7,12,3,21,35,54,-19,39
St. Pölten,9061,8,10,7,19,47,65,-18,37
Admira Wacke,9061,9,10,7,19,30,57,-27,37
Mattersburg,9061,10,9,6,21,37,58,-21,33
FC Salzburg,9062,1,25,6,5,79,28,51,81
SC Rheindorf,9062,2,23,6,7,67,38,29,75
Vienna,9062,3,20,4,12,69,52,17,64
SK Sturm Gra,9062,4,17,5,14,51,42,9,56
RZ Pellets W,9062,5,13,8,15,48,51,-3,47
St. Pölten,9062,6,11,9,16,47,66,-19,42
Admira Wacke,9062,7,11,7,18,34,59,-25,40
Rapid Vienna,9062,8,9,10,17,49,49,0,37
Mattersburg,9062,9,8,8,20,35,61,-26,32
SV Josko Rie,9062,10,8,7,21,26,59,-33,31
Vienna,9063,1,23,4,9,75,50,25,73
FC Salzburg,9063,2,21,8,7,68,31,37,71
SC Rheindorf,9063,3,20,6,10,61,51,10,66
SK Sturm Gra,9063,4,18,5,13,51,38,13,59
Rapid Vienna,9063,5,15,12,9,64,43,21,57
St. Pölten,9063,6,11,10,15,46,60,-14,43
RZ Pellets W,9063,7,12,5,19,48,62,-14,41
Admira Wacke,9063,8,9,8,19,37,60,-23,35
SV Josko Rie,9063,9,9,4,23,35,67,-32,31
Mattersburg,9063,10,6,10,20,42,65,-23,28
FC Salzburg,9064,1,21,6,9,65,33,32,69
SC Rheindorf,9064,2,18,9,9,55,39,16,63
Vienna,9064,3,19,4,13,72,51,21,61
SK Sturm Gra,9064,4,16,6,14,56,46,10,54
Rapid Vienna,9064,5,13,12,11,57,41,16,51
Admira Wacke,9064,6,14,5,17,35,54,-19,47
RZ Pellets W,9064,7,13,7,16,50,55,-5,46
SV Josko Rie,9064,8,14,3,19,35,59,-24,45
Mattersburg,9064,9,11,5,20,39,57,-18,38
St. Pölten,9064,10,9,7,20,40,69,-29,34
FC Salzburg,9065,1,22,6,8,68,31,37,72
Vienna,9065,2,22,2,12,66,48,18,68
SC Rheindorf,9065,3,18,9,9,52,36,16,63
SK Sturm Gra,9065,4,18,4,14,51,37,14,58
RZ Pellets W,9065,5,15,7,14,46,45,1,52
Rapid Vienna,9065,6,13,10,13,45,41,4,49
St. Pölten,9065,7,11,9,16,47,62,-15,42
SV Josko Rie,9065,8,10,7,19,36,57,-21,37
Admira Wacke,9065,9,10,5,21,28,59,-31,35
Mattersburg,9065,10,8,7,21,34,57,-23,31
FC Salzburg,9066,1,25,7,4,70,22,48,82
SC Rheindorf,9066,2,20,4,12,57,45,12,64
Vienna,9066,3,18,3,15,63,53,10,57
SK Sturm Gra,9066,4,15,6,15,54,42,12,51
RZ Pellets W,9066,5,15,6,15,44,50,-6,51
Admira Wacke,9066,6,15,6,15,40,49,-9,51
St. Pölten,9066,7,11,9,16,52,62,-10,42
Rapid Vienna,9066,8,9,11,16,48,49,-1,38
Mattersburg,9066,9,10,8,18,38,58,-20,38
SV Josko Rie,9066,10,10,4,22,34,70,-36,34
FC Salzburg,9067,1,20,8,8,64,27,37,68
SC Rheindorf,9067,2,20,6,10,55,44,11,66
SK Sturm Gra,9067,3,18,6,12,59,41,18,60
Vienna,9067,4,17,6,13,65,54,11,57
Admira Wacke,9067,5,13,9,14,40,53,-13,48
St. Pölten,9067,6,12,10,14,45,55,-10,46
Rapid Vienna,9067,7,11,12,13,46,42,4,45
RZ Pellets W,9067,8,13,5,18,46,58,-12,44
SV Josko Rie,9067,9,12,4,20,35,53,-18,40
Mattersburg,9067,10,7,8,21,32,60,-28,29
FC Salzburg,9068,1,21,8,7,70,34,36,71
SK Sturm Gra,9068,2,20,5,11,61,37,24,65
Vienna,9068,3,20,4,12,69,55,14,64
SC Rheindorf,9068,4,18,7,11,54,44,10,61
Rapid Vienna,9068,5,15,9,12,53,38,15,54
RZ Pellets W,9068,6,13,8,15,49,52,-3,47
Admira Wacke,9068,7,13,6,17,37,53,-16,45
SV Josko Rie,9068,8,11,6,19,38,54,-16,39
St. Pölten,9068,9,9,8,19,42,71,-29,35
Mattersburg,9068,10,6,7,23,32,67,-35,25
FC Salzburg,9069,1,24,7,5,78,33,45,79
SC Rheindorf,9069,2,18,11,7,52,39,13,65
Vienna,9069,3,18,6,12,68,53,15,60
SK Sturm Gra,9069,4,17,6,13,56,37,19,57
Rapid Vienna,9069,5,13,10,13,49,38,11,49
RZ Pellets W,9069,6,12,10,14,42,53,-11,46
Admira Wacke,9069,7,11,8,17,39,61,-22,41
St. Pölten,9069,8,8,11,17,42,62,-20,35
SV Josko Rie,9069,9,9,7,20,32,60,-28,34
